sample_id,user_id,item_id,seed_999_strict_label,seed_999_confidence_tier,seed_999_tiered_label,seed_2026_strict_label,seed_2026_confidence_tier,seed_2026_tiered_label,seed_3407_strict_label,seed_3407_confidence_tier,seed_3407_tiered_label,cross_seed_A_label,cross_seed_A_or_B_label,contrast_median,contrast_mean,contrast_mad,text_direction_votes,image_direction_votes,tie_votes,majority_direction_fraction,continuous_direction,measurements,user_bucket,cohort
baby-u9897-i6719,9897,6719,text,A,text,text,A,text,text,A,text,text,text,0.8,0.837155173,0.163636364,21,0,0,1,text,21,9,primary_confirmatory
baby-u9915-i634,9915,634,text,A,text,text,A,text,text,A,text,text,text,0.482142857,0.532189584,0.140151515,21,0,0,1,text,21,5,primary_confirmatory
baby-u9925-i1135,9925,1135,image,A,image,image,A,image,image,A,image,image,image,-0.5,-0.511377927,0.110722611,0,21,0,1,image,21,3,primary_confirmatory
baby-u10009-i6778,10009,6778,text,A,text,text,A,text,text,A,text,text,text,0.786138614,0.744383401,0.122980719,21,0,0,1,text,21,9,primary_confirmatory
baby-u10010-i4957,10010,4957,text,A,text,text,A,text,text,A,text,text,text,0.838709677,0.821914118,0.0898617512,21,0,0,1,text,21,2,primary_confirmatory
baby-u10018-i1814,10018,1814,text,A,text,text,A,text,text,A,text,text,text,0.639344262,0.647713374,0.12536162,21,0,0,1,text,21,4,primary_confirmatory
baby-u10207-i1167,10207,1167,text,A,text,text,A,text,text,A,text,text,text,0.751600512,0.725302137,0.137487144,21,0,0,1,text,21,8,primary_confirmatory
baby-u10321-i3717,10321,3717,text,A,text,text,A,text,text,A,text,text,text,0.818181818,0.752777254,0.181818182,21,0,0,1,text,21,1,primary_confirmatory
baby-u10340-i2589,10340,2589,text,A,text,text,A,text,text,A,text,text,text,0.662650602,0.659232421,0.144132084,21,0,0,1,text,21,6,primary_confirmatory
baby-u10419-i6747,10419,6747,text,A,text,text,A,text,text,A,text,text,text,0.878787879,0.842522845,0.0904428904,21,0,0,1,text,21,4,primary_confirmatory
baby-u10451-i6286,10451,6286,text,A,text,text,A,text,text,A,text,text,text,0.701587302,0.666335816,0.175685426,21,0,0,1,text,21,3,primary_confirmatory
baby-u10457-i6187,10457,6187,text,A,text,text,A,text,text,A,text,text,text,0.543478261,0.563059893,0.0824256293,21,0,0,1,text,21,6,primary_confirmatory
baby-u10541-i5980,10541,5980,text,A,text,text,A,text,text,A,text,text,text,0.794621027,0.793732651,0.0712167716,21,0,0,1,text,21,6,primary_confirmatory
baby-u10543-i3445,10543,3445,text,A,text,text,A,text,text,A,text,text,text,0.823529412,0.806312089,0.121676068,21,0,0,1,text,21,1,primary_confirmatory
baby-u10569-i1672,10569,1672,text,A,text,text,A,text,text,A,text,text,text,0.803571429,0.777963564,0.108928571,21,0,0,1,text,21,1,primary_confirmatory
baby-u10577-i1886,10577,1886,text,A,text,text,A,text,text,A,text,text,text,0.530685921,0.535571595,0.135563969,21,0,0,1,text,21,8,primary_confirmatory
baby-u10585-i1778,10585,1778,image,A,image,image,A,image,image,A,image,image,image,-0.575757576,-0.588989403,0.202020202,0,21,0,1,image,21,3,primary_confirmatory
baby-u10659-i4399,10659,4399,text,A,text,text,A,text,text,A,text,text,text,1,0.965371763,0,21,0,0,1,text,21,7,primary_confirmatory
baby-u10662-i1814,10662,1814,text,A,text,text,A,text,text,A,text,text,text,0.725,0.699557501,0.207758621,21,0,0,1,text,21,5,primary_confirmatory
baby-u10678-i879,10678,879,text,A,text,text,A,text,text,A,text,text,text,0.636363636,0.5995854,0.217008798,21,0,0,1,text,21,6,primary_confirmatory
baby-u10686-i805,10686,805,text,A,text,text,A,text,text,A,text,text,text,0.428571429,0.423800903,0.187866928,21,0,0,1,text,21,5,primary_confirmatory
baby-u10704-i3711,10704,3711,image,A,image,image,A,image,image,A,image,image,image,-0.632450331,-0.563015958,0.151054824,0,21,0,1,image,21,2,primary_confirmatory
baby-u10709-i5555,10709,5555,text,A,text,text,A,text,text,A,text,text,text,0.68115942,0.657967076,0.066576087,21,0,0,1,text,21,5,primary_confirmatory
baby-u10733-i3946,10733,3946,text,A,text,text,A,text,text,A,text,text,text,0.651245552,0.684038592,0.166936267,21,0,0,1,text,21,5,primary_confirmatory
baby-u10745-i2478,10745,2478,text,A,text,text,A,text,text,A,text,text,text,0.607526882,0.561481111,0.106758833,21,0,0,1,text,21,5,primary_confirmatory
baby-u10795-i4276,10795,4276,text,A,text,text,A,text,text,A,text,text,text,0.856353591,0.81577542,0.0851098235,21,0,0,1,text,21,5,primary_confirmatory
baby-u10817-i4447,10817,4447,text,A,text,text,A,text,text,A,text,text,text,0.638095238,0.618213325,0.214671815,21,0,0,1,text,21,1,primary_confirmatory
baby-u10854-i4165,10854,4165,text,A,text,text,A,text,text,A,text,text,text,0.71875,0.675231492,0.166118421,21,0,0,1,text,21,1,primary_confirmatory
baby-u10969-i4009,10969,4009,text,A,text,text,A,text,text,A,text,text,text,0.8,0.716857509,0.104347826,21,0,0,1,text,21,6,primary_confirmatory
baby-u11085-i4126,11085,4126,image,A,image,image,A,image,image,A,image,image,image,-0.601965602,-0.509255387,0.201064701,0,21,0,1,image,21,3,primary_confirmatory
baby-u11144-i4189,11144,4189,text,A,text,text,A,text,text,A,text,text,text,0.664025357,0.652727564,0.227352389,21,0,0,1,text,21,3,primary_confirmatory
baby-u11165-i4788,11165,4788,text,A,text,text,A,text,text,A,text,text,text,0.666666667,0.709585319,0.166666667,21,0,0,1,text,21,4,primary_confirmatory
baby-u11176-i3681,11176,3681,text,A,text,text,A,text,text,A,text,text,text,0.830985915,0.792509241,0.135680751,21,0,0,1,text,21,9,primary_confirmatory
baby-u11227-i4792,11227,4792,text,A,text,text,A,text,text,A,text,text,text,0.772727273,0.711715921,0.0961251863,21,0,0,1,text,21,7,primary_confirmatory
baby-u11316-i906,11316,906,image,A,image,image,A,image,image,A,image,image,image,-0.666666667,-0.72573009,0.0666666667,0,21,0,1,image,21,4,primary_confirmatory
baby-u11360-i5808,11360,5808,text,A,text,text,A,text,text,A,text,text,text,0.727272727,0.697288483,0.172727273,21,0,0,1,text,21,1,primary_confirmatory
baby-u11369-i4416,11369,4416,text,A,text,text,A,text,text,A,text,text,text,0.567489115,0.589858679,0.176871788,21,0,0,1,text,21,2,primary_confirmatory
baby-u11388-i4503,11388,4503,text,A,text,text,A,text,text,A,text,text,text,0.507462687,0.520814873,0.169434518,21,0,0,1,text,21,1,primary_confirmatory
baby-u11412-i4542,11412,4542,text,A,text,text,A,text,text,A,text,text,text,0.885057471,0.82938809,0.0893127904,21,0,0,1,text,21,8,primary_confirmatory
baby-u11422-i969,11422,969,text,A,text,text,A,text,text,A,text,text,text,0.902676399,0.870720678,0.0628408424,21,0,0,1,text,21,7,primary_confirmatory
baby-u11478-i5131,11478,5131,text,A,text,text,A,text,text,A,text,text,text,0.653846154,0.583018358,0.192976589,21,0,0,1,text,21,1,primary_confirmatory
baby-u11536-i3844,11536,3844,text,A,text,text,A,text,text,A,text,text,text,0.851239669,0.840201289,0.0674595176,21,0,0,1,text,21,9,primary_confirmatory
baby-u11565-i7039,11565,7039,text,A,text,text,A,text,text,A,text,text,text,0.58974359,0.570135332,0.16025641,21,0,0,1,text,21,2,primary_confirmatory
baby-u11568-i3040,11568,3040,text,A,text,text,A,text,text,A,text,text,text,0.621483376,0.635591774,0.160300305,21,0,0,1,text,21,6,primary_confirmatory
baby-u11642-i2682,11642,2682,text,A,text,text,A,text,text,A,text,text,text,0.765269461,0.77181483,0.0978484096,21,0,0,1,text,21,2,primary_confirmatory
baby-u11680-i3667,11680,3667,text,A,text,text,A,text,text,A,text,text,text,0.707865169,0.660208923,0.128319714,21,0,0,1,text,21,4,primary_confirmatory
baby-u11693-i5710,11693,5710,text,A,text,text,A,text,text,A,text,text,text,0.586523737,0.52788569,0.121584372,21,0,0,1,text,21,1,primary_confirmatory
baby-u11765-i6426,11765,6426,text,A,text,text,A,text,text,A,text,text,text,0.703703704,0.646915737,0.172839506,21,0,0,1,text,21,7,primary_confirmatory
baby-u11933-i5947,11933,5947,text,A,text,text,A,text,text,A,text,text,text,0.480769231,0.509607001,0.137774062,21,0,0,1,text,21,5,primary_confirmatory
baby-u11939-i2019,11939,2019,text,A,text,text,A,text,text,A,text,text,text,0.741935484,0.753183081,0.112305854,21,0,0,1,text,21,2,primary_confirmatory
baby-u12035-i1848,12035,1848,text,A,text,text,A,text,text,A,text,text,text,0.624365482,0.594320493,0.156130188,21,0,0,1,text,21,6,primary_confirmatory
baby-u12043-i2153,12043,2153,text,A,text,text,A,text,text,A,text,text,text,0.849255039,0.82821498,0.0508341666,21,0,0,1,text,21,3,primary_confirmatory
baby-u12091-i2299,12091,2299,image,A,image,image,A,image,image,A,image,image,image,-0.466666667,-0.442610667,0.266666667,0,21,0,1,image,21,7,primary_confirmatory
baby-u12173-i5704,12173,5704,text,A,text,text,A,text,text,A,text,text,text,0.707317073,0.739573115,0.0709534368,21,0,0,1,text,21,8,primary_confirmatory
baby-u12177-i3954,12177,3954,text,A,text,text,A,text,text,A,text,text,text,0.783703704,0.759186695,0.08,21,0,0,1,text,21,5,primary_confirmatory
baby-u12192-i6852,12192,6852,text,A,text,text,A,text,text,A,text,text,text,0.826086957,0.818293789,0.106116433,21,0,0,1,text,21,9,primary_confirmatory
baby-u12287-i855,12287,855,text,A,text,text,A,text,text,A,text,text,text,0.5625,0.590293859,0.283197329,21,0,0,1,text,21,8,primary_confirmatory
baby-u12415-i6765,12415,6765,text,A,text,text,A,text,text,A,text,text,text,0.575757576,0.565838248,0.185436454,21,0,0,1,text,21,1,primary_confirmatory
baby-u12436-i5666,12436,5666,text,A,text,text,A,text,text,A,text,text,text,0.818181818,0.837426647,0.115151515,21,0,0,1,text,21,6,primary_confirmatory
baby-u12476-i3185,12476,3185,text,A,text,text,A,text,text,A,text,text,text,0.727272727,0.724047325,0.124579125,21,0,0,1,text,21,2,primary_confirmatory
baby-u12488-i890,12488,890,text,A,text,text,A,text,text,A,text,text,text,0.730496454,0.720644462,0.111448835,21,0,0,1,text,21,3,primary_confirmatory
baby-u12501-i1218,12501,1218,text,A,text,text,A,text,text,A,text,text,text,0.692307692,0.641473793,0.205128205,21,0,0,1,text,21,7,primary_confirmatory
baby-u12540-i894,12540,894,text,A,text,text,A,text,text,A,text,text,text,0.539906103,0.544360465,0.268754521,21,0,0,1,text,21,7,primary_confirmatory
baby-u12575-i1452,12575,1452,text,A,text,text,A,text,text,A,text,text,text,0.666666667,0.69676905,0.137254902,21,0,0,1,text,21,3,primary_confirmatory
baby-u12590-i904,12590,904,text,A,text,text,A,text,text,A,text,text,text,0.839285714,0.818961849,0.094047619,21,0,0,1,text,21,9,primary_confirmatory
baby-u12609-i1885,12609,1885,text,A,text,text,A,text,text,A,text,text,text,0.760273973,0.757080215,0.0887826312,21,0,0,1,text,21,8,primary_confirmatory
baby-u12644-i5808,12644,5808,text,A,text,text,A,text,text,A,text,text,text,0.804878049,0.759433708,0.134515891,21,0,0,1,text,21,7,primary_confirmatory
baby-u12659-i2434,12659,2434,text,A,text,text,A,text,text,A,text,text,text,0.8,0.715182676,0.107692308,21,0,0,1,text,21,8,primary_confirmatory
baby-u12676-i906,12676,906,image,A,image,image,A,image,image,A,image,image,image,-0.666666667,-0.618852683,0.185185185,0,21,0,1,image,21,4,primary_confirmatory
baby-u12677-i906,12677,906,image,A,image,image,A,image,image,A,image,image,image,-0.80952381,-0.819631085,0.0793650794,0,21,0,1,image,21,7,primary_confirmatory
baby-u12691-i2696,12691,2696,text,A,text,text,A,text,text,A,text,text,text,0.830985915,0.7810056,0.0748883545,21,0,0,1,text,21,9,primary_confirmatory
baby-u12697-i1274,12697,1274,text,A,text,text,A,text,text,A,text,text,text,0.945017182,0.877905601,0.0256787886,21,0,0,1,text,21,6,primary_confirmatory
baby-u12724-i1188,12724,1188,text,A,text,text,A,text,text,A,text,text,text,0.768707483,0.718499824,0.119404405,21,0,0,1,text,21,9,primary_confirmatory
baby-u12750-i3954,12750,3954,text,A,text,text,A,text,text,A,text,text,text,0.831168831,0.824345879,0.0361781076,21,0,0,1,text,21,1,primary_confirmatory
baby-u12767-i4810,12767,4810,text,A,text,text,A,text,text,A,text,text,text,0.734693878,0.700686297,0.179138322,21,0,0,1,text,21,6,primary_confirmatory
baby-u12840-i4100,12840,4100,image,A,image,image,A,image,image,A,image,image,image,-0.6,-0.501355307,0.20952381,0,21,0,1,image,21,2,primary_confirmatory
baby-u12967-i5725,12967,5725,text,A,text,text,A,text,text,A,text,text,text,0.894736842,0.82106229,0.0820073439,21,0,0,1,text,21,6,primary_confirmatory
baby-u13158-i6351,13158,6351,text,A,text,text,A,text,text,A,text,text,text,0.770491803,0.734042963,0.0700512746,21,0,0,1,text,21,8,primary_confirmatory
baby-u13162-i1190,13162,1190,text,A,text,text,A,text,text,A,text,text,text,0.764705882,0.766770377,0.108857336,21,0,0,1,text,21,8,primary_confirmatory
baby-u13195-i4245,13195,4245,text,A,text,text,A,text,text,A,text,text,text,0.818181818,0.727091047,0.151515152,21,0,0,1,text,21,6,primary_confirmatory
baby-u13300-i3445,13300,3445,text,A,text,text,A,text,text,A,text,text,text,0.846153846,0.850509978,0.0461538462,21,0,0,1,text,21,5,primary_confirmatory
baby-u13360-i6830,13360,6830,text,A,text,text,A,text,text,A,text,text,text,0.880412371,0.822348072,0.0780938529,21,0,0,1,text,21,1,primary_confirmatory
baby-u13370-i6765,13370,6765,text,A,text,text,A,text,text,A,text,text,text,0.833333333,0.738140742,0.0416666667,21,0,0,1,text,21,2,primary_confirmatory
baby-u13387-i4062,13387,4062,text,A,text,text,A,text,text,A,text,text,text,0.505617978,0.521815848,0.191351719,21,0,0,1,text,21,8,primary_confirmatory
baby-u13417-i4350,13417,4350,text,A,text,text,A,text,text,A,text,text,text,1,0.809599395,0,21,0,0,1,text,21,3,primary_confirmatory
baby-u13421-i5103,13421,5103,text,A,text,text,A,text,text,A,text,text,text,0.570093458,0.644267045,0.270093458,21,0,0,1,text,21,1,primary_confirmatory
baby-u13454-i5760,13454,5760,text,A,text,text,A,text,text,A,text,text,text,0.700892857,0.639850792,0.182591247,21,0,0,1,text,21,8,primary_confirmatory
baby-u13516-i3433,13516,3433,text,A,text,text,A,text,text,A,text,text,text,0.669421488,0.680520508,0.0781806117,21,0,0,1,text,21,7,primary_confirmatory
baby-u13568-i1908,13568,1908,text,A,text,text,A,text,text,A,text,text,text,0.561904762,0.582843943,0.138827839,21,0,0,1,text,21,2,primary_confirmatory
baby-u13598-i1513,13598,1513,text,A,text,text,A,text,text,A,text,text,text,0.763676149,0.754458183,0.0827339646,21,0,0,1,text,21,1,primary_confirmatory
baby-u13605-i4781,13605,4781,text,A,text,text,A,text,text,A,text,text,text,0.6,0.640382705,0.114285714,21,0,0,1,text,21,9,primary_confirmatory
baby-u13700-i1001,13700,1001,text,A,text,text,A,text,text,A,text,text,text,0.787234043,0.741598676,0.139146326,21,0,0,1,text,21,7,primary_confirmatory
baby-u13705-i6940,13705,6940,text,A,text,text,A,text,text,A,text,text,text,0.789473684,0.758869938,0.210526316,21,0,0,1,text,21,4,primary_confirmatory
baby-u13766-i6280,13766,6280,image,A,image,image,A,image,image,A,image,image,image,-0.289256198,-0.335487605,0.122589532,0,21,0,1,image,21,4,primary_confirmatory
baby-u13771-i5511,13771,5511,text,A,text,text,A,text,text,A,text,text,text,0.797468354,0.77740765,0.0492498271,21,0,0,1,text,21,9,primary_confirmatory
baby-u13790-i1848,13790,1848,text,A,text,text,A,text,text,A,text,text,text,0.641025641,0.532917508,0.116550117,21,0,0,1,text,21,1,primary_confirmatory
baby-u13791-i5947,13791,5947,text,A,text,text,A,text,text,A,text,text,text,0.714285714,0.654834361,0.156390977,21,0,0,1,text,21,6,primary_confirmatory
baby-u13805-i3355,13805,3355,text,A,text,text,A,text,text,A,text,text,text,0.8,0.746781528,0.140298507,21,0,0,1,text,21,3,primary_confirmatory
baby-u13823-i4789,13823,4789,text,A,text,text,A,text,text,A,text,text,text,0.717948718,0.672400247,0.141700405,21,0,0,1,text,21,1,primary_confirmatory
baby-u13831-i4792,13831,4792,text,A,text,text,A,text,text,A,text,text,text,0.882352941,0.853347945,0.064171123,21,0,0,1,text,21,6,primary_confirmatory
baby-u13839-i3064,13839,3064,image,A,image,image,A,image,image,A,image,image,image,-0.684210526,-0.672727146,0.315789474,0,21,0,1,image,21,4,primary_confirmatory
baby-u13891-i3374,13891,3374,text,A,text,text,A,text,text,A,text,text,text,0.795918367,0.782509572,0.0502354788,21,0,0,1,text,21,1,primary_confirmatory
baby-u13937-i1036,13937,1036,text,A,text,text,A,text,text,A,text,text,text,0.714285714,0.671862716,0.114285714,21,0,0,1,text,21,2,primary_confirmatory
baby-u13958-i1908,13958,1908,text,A,text,text,A,text,text,A,text,text,text,0.793103448,0.802265102,0.0689655172,21,0,0,1,text,21,7,primary_confirmatory
baby-u13974-i3482,13974,3482,text,A,text,text,A,text,text,A,text,text,text,0.756097561,0.761762645,0.131226383,21,0,0,1,text,21,1,primary_confirmatory
baby-u14019-i3355,14019,3355,text,A,text,text,A,text,text,A,text,text,text,0.636363636,0.708084083,0.0979020979,21,0,0,1,text,21,6,primary_confirmatory
baby-u14052-i1046,14052,1046,text,A,text,text,A,text,text,A,text,text,text,0.667844523,0.639491679,0.204076407,21,0,0,1,text,21,6,primary_confirmatory
baby-u14106-i3624,14106,3624,text,A,text,text,A,text,text,A,text,text,text,0.826086957,0.787756427,0.0760869565,21,0,0,1,text,21,9,primary_confirmatory
baby-u14157-i2866,14157,2866,text,A,text,text,A,text,text,A,text,text,text,0.756521739,0.772371058,0.0880134518,21,0,0,1,text,21,9,primary_confirmatory
baby-u14170-i6142,14170,6142,text,A,text,text,A,text,text,A,text,text,text,0.633802817,0.598346949,0.220469484,21,0,0,1,text,21,2,primary_confirmatory
baby-u14203-i6045,14203,6045,text,A,text,text,A,text,text,A,text,text,text,0.92039801,0.915520917,0.0387856635,21,0,0,1,text,21,7,primary_confirmatory
baby-u14295-i4350,14295,4350,text,A,text,text,A,text,text,A,text,text,text,0.70212766,0.640938673,0.180225282,21,0,0,1,text,21,9,primary_confirmatory
baby-u14398-i1097,14398,1097,text,A,text,text,A,text,text,A,text,text,text,0.736263736,0.693400674,0.135736264,21,0,0,1,text,21,4,primary_confirmatory
baby-u14421-i3679,14421,3679,image,A,image,image,A,image,image,A,image,image,image,-0.265957447,-0.350858748,0.136545682,0,21,0,1,image,21,1,primary_confirmatory
baby-u14450-i3990,14450,3990,text,A,text,text,A,text,text,A,text,text,text,0.838297872,0.838264286,0.118059777,21,0,0,1,text,21,4,primary_confirmatory
baby-u14460-i4622,14460,4622,text,A,text,text,A,text,text,A,text,text,text,0.953488372,0.888889762,0.0465116279,21,0,0,1,text,21,8,primary_confirmatory
baby-u14464-i6381,14464,6381,text,A,text,text,A,text,text,A,text,text,text,0.511363636,0.46401274,0.201435531,21,0,0,1,text,21,3,primary_confirmatory
baby-u14472-i6531,14472,6531,text,A,text,text,A,text,text,A,text,text,text,0.666666667,0.58903177,0.160104987,21,0,0,1,text,21,9,primary_confirmatory
baby-u14480-i4622,14480,4622,text,A,text,text,A,text,text,A,text,text,text,0.882352941,0.833102715,0.117647059,21,0,0,1,text,21,8,primary_confirmatory
baby-u14487-i2248,14487,2248,text,A,text,text,A,text,text,A,text,text,text,0.64,0.616954022,0.209056604,21,0,0,1,text,21,2,primary_confirmatory
baby-u14500-i3625,14500,3625,text,A,text,text,A,text,text,A,text,text,text,0.692307692,0.625455952,0.143174744,21,0,0,1,text,21,8,primary_confirmatory
baby-u14544-i5312,14544,5312,text,A,text,text,A,text,text,A,text,text,text,0.650704225,0.611484079,0.221356399,21,0,0,1,text,21,5,primary_confirmatory
baby-u14648-i2090,14648,2090,image,A,image,image,A,image,image,A,image,image,image,-0.76,-0.770773011,0.0448780488,0,21,0,1,image,21,8,primary_confirmatory
baby-u14664-i1315,14664,1315,text,A,text,text,A,text,text,A,text,text,text,0.692307692,0.648006397,0.153846154,21,0,0,1,text,21,9,primary_confirmatory
baby-u14741-i3844,14741,3844,text,A,text,text,A,text,text,A,text,text,text,0.833333333,0.830406376,0.0913978495,21,0,0,1,text,21,7,primary_confirmatory
baby-u14783-i6665,14783,6665,image,A,image,image,A,image,image,A,image,image,image,-0.635220126,-0.629774326,0.141316187,0,21,0,1,image,21,6,primary_confirmatory
baby-u14836-i3580,14836,3580,text,A,text,text,A,text,text,A,text,text,text,0.612903226,0.693686316,0.112903226,21,0,0,1,text,21,9,primary_confirmatory
baby-u14901-i4329,14901,4329,text,A,text,text,A,text,text,A,text,text,text,0.803921569,0.824597394,0.107189542,21,0,0,1,text,21,4,primary_confirmatory
baby-u14909-i3840,14909,3840,text,A,text,text,A,text,text,A,text,text,text,0.665,0.598115171,0.142183833,21,0,0,1,text,21,9,primary_confirmatory
baby-u14920-i4611,14920,4611,text,A,text,text,A,text,text,A,text,text,text,0.74863388,0.780106236,0.0947877259,21,0,0,1,text,21,1,primary_confirmatory
baby-u14943-i4792,14943,4792,text,A,text,text,A,text,text,A,text,text,text,0.666666667,0.688092653,0.126436782,21,0,0,1,text,21,6,primary_confirmatory
baby-u14951-i4657,14951,4657,text,A,text,text,A,text,text,A,text,text,text,0.75,0.72871641,0.0833333333,21,0,0,1,text,21,5,primary_confirmatory
baby-u15039-i1211,15039,1211,text,A,text,text,A,text,text,A,text,text,text,0.846153846,0.738685138,0.135828136,21,0,0,1,text,21,6,primary_confirmatory
baby-u15055-i4432,15055,4432,text,A,text,text,A,text,text,A,text,text,text,0.738562092,0.697550977,0.16295306,21,0,0,1,text,21,2,primary_confirmatory
baby-u15082-i3623,15082,3623,text,A,text,text,A,text,text,A,text,text,text,0.821428571,0.778771392,0.0945378151,21,0,0,1,text,21,6,primary_confirmatory
baby-u15084-i2299,15084,2299,text,A,text,text,A,text,text,A,text,text,text,0.666666667,0.604121075,0.111111111,21,0,0,1,text,21,9,primary_confirmatory
baby-u15103-i5442,15103,5442,text,A,text,text,A,text,text,A,text,text,text,0.641873278,0.601973974,0.188384906,21,0,0,1,text,21,4,primary_confirmatory
baby-u15110-i5996,15110,5996,text,A,text,text,A,text,text,A,text,text,text,1,0.822625105,0,21,0,0,1,text,21,8,primary_confirmatory
baby-u15235-i4415,15235,4415,text,A,text,text,A,text,text,A,text,text,text,0.872611465,0.841359908,0.077388535,21,0,0,1,text,21,9,primary_confirmatory
baby-u15356-i5666,15356,5666,text,A,text,text,A,text,text,A,text,text,text,0.677419355,0.743827671,0.114919355,21,0,0,1,text,21,3,primary_confirmatory
baby-u15402-i2157,15402,2157,text,A,text,text,A,text,text,A,text,text,text,0.783783784,0.75689968,0.0583214794,21,0,0,1,text,21,2,primary_confirmatory
baby-u15408-i2591,15408,2591,text,A,text,text,A,text,text,A,text,text,text,0.586206897,0.610356808,0.163793103,21,0,0,1,text,21,5,primary_confirmatory
baby-u15488-i1847,15488,1847,text,A,text,text,A,text,text,A,text,text,text,0.842105263,0.79963468,0.0921052632,21,0,0,1,text,21,5,primary_confirmatory
baby-u15512-i4352,15512,4352,text,A,text,text,A,text,text,A,text,text,text,0.840375587,0.82087469,0.0835374566,21,0,0,1,text,21,4,primary_confirmatory
baby-u15569-i1474,15569,1474,text,A,text,text,A,text,text,A,text,text,text,0.751243781,0.724621214,0.0825321247,21,0,0,1,text,21,3,primary_confirmatory
baby-u15571-i6422,15571,6422,text,A,text,text,A,text,text,A,text,text,text,0.878378378,0.816210468,0.0630850363,21,0,0,1,text,21,3,primary_confirmatory
baby-u15646-i2284,15646,2284,text,A,text,text,A,text,text,A,text,text,text,0.575757576,0.535666989,0.269090909,21,0,0,1,text,21,6,primary_confirmatory
baby-u15662-i2032,15662,2032,text,A,text,text,A,text,text,A,text,text,text,0.652173913,0.644063329,0.181585678,21,0,0,1,text,21,3,primary_confirmatory
baby-u15687-i3193,15687,3193,text,A,text,text,A,text,text,A,text,text,text,0.913043478,0.783768653,0.0869565217,21,0,0,1,text,21,3,primary_confirmatory
baby-u15691-i2703,15691,2703,text,A,text,text,A,text,text,A,text,text,text,0.745283019,0.621801206,0.1725252,21,0,0,1,text,21,9,primary_confirmatory
baby-u15783-i6721,15783,6721,text,A,text,text,A,text,text,A,text,text,text,0.768707483,0.786544987,0.115907902,21,0,0,1,text,21,8,primary_confirmatory
baby-u15790-i1388,15790,1388,text,A,text,text,A,text,text,A,text,text,text,0.516483516,0.570074082,0.277376133,21,0,0,1,text,21,6,primary_confirmatory
baby-u15825-i6531,15825,6531,text,A,text,text,A,text,text,A,text,text,text,0.47,0.470063771,0.185294118,21,0,0,1,text,21,3,primary_confirmatory
baby-u15836-i2158,15836,2158,text,A,text,text,A,text,text,A,text,text,text,0.769230769,0.725637567,0.113122172,21,0,0,1,text,21,3,primary_confirmatory
baby-u15842-i4470,15842,4470,text,A,text,text,A,text,text,A,text,text,text,0.915119363,0.920406345,0.028755727,21,0,0,1,text,21,4,primary_confirmatory
baby-u15875-i5777,15875,5777,text,A,text,text,A,text,text,A,text,text,text,0.602523659,0.547165888,0.167612417,21,0,0,1,text,21,7,primary_confirmatory
baby-u15902-i6961,15902,6961,text,A,text,text,A,text,text,A,text,text,text,0.862475442,0.849586606,0.0547831344,21,0,0,1,text,21,4,primary_confirmatory
baby-u15906-i5039,15906,5039,text,A,text,text,A,text,text,A,text,text,text,0.604938272,0.586373295,0.170612831,21,0,0,1,text,21,1,primary_confirmatory
baby-u15956-i3371,15956,3371,text,A,text,text,A,text,text,A,text,text,text,1,0.917460317,0,21,0,0,1,text,21,7,primary_confirmatory
baby-u16009-i3949,16009,3949,text,A,text,text,A,text,text,A,text,text,text,0.683673469,0.642944716,0.131304504,21,0,0,1,text,21,6,primary_confirmatory
baby-u16017-i6340,16017,6340,text,A,text,text,A,text,text,A,text,text,text,0.742627346,0.712688749,0.104050678,21,0,0,1,text,21,7,primary_confirmatory
baby-u16028-i5842,16028,5842,text,A,text,text,A,text,text,A,text,text,text,0.869158879,0.849873531,0.0975077882,21,0,0,1,text,21,7,primary_confirmatory
baby-u16035-i4542,16035,4542,text,A,text,text,A,text,text,A,text,text,text,0.797979798,0.732081296,0.0862307283,21,0,0,1,text,21,2,primary_confirmatory
baby-u16048-i3433,16048,3433,text,A,text,text,A,text,text,A,text,text,text,0.714285714,0.744543496,0.119047619,21,0,0,1,text,21,2,primary_confirmatory
baby-u16080-i4650,16080,4650,text,A,text,text,A,text,text,A,text,text,text,0.858156028,0.822785405,0.0773278426,21,0,0,1,text,21,9,primary_confirmatory
baby-u16105-i6203,16105,6203,text,A,text,text,A,text,text,A,text,text,text,0.793103448,0.708426337,0.156739812,21,0,0,1,text,21,3,primary_confirmatory
baby-u16131-i3686,16131,3686,image,A,image,image,A,image,image,A,image,image,image,-0.569739953,-0.583196819,0.197936815,0,21,0,1,image,21,9,primary_confirmatory
baby-u16133-i4840,16133,4840,text,A,text,text,A,text,text,A,text,text,text,0.75,0.728508059,0.0833333333,21,0,0,1,text,21,1,primary_confirmatory
baby-u16149-i5486,16149,5486,text,A,text,text,A,text,text,A,text,text,text,0.748251748,0.764462132,0.0738331436,21,0,0,1,text,21,2,primary_confirmatory
baby-u16187-i3364,16187,3364,text,A,text,text,A,text,text,A,text,text,text,1,0.80952381,0,21,0,0,1,text,21,4,primary_confirmatory
baby-u16218-i5941,16218,5941,text,A,text,text,A,text,text,A,text,text,text,0.46298984,0.48001528,0.106724484,21,0,0,1,text,21,8,primary_confirmatory
baby-u16268-i4796,16268,4796,text,A,text,text,A,text,text,A,text,text,text,0.509174312,0.510824032,0.254540166,21,0,0,1,text,21,7,primary_confirmatory
